keyword,embedding
풍성,"[0.21121376752853394, -0.36344099044799805, -0.2903985381126404, -0.1733025312423706, 0.10578423738479614, -0.03548689931631088, 0.3934921324253082, -0.38349390029907227, 0.07526987046003342, 0.2372995913028717, -0.18290559947490692, -0.634354293346405, -0.5673534274101257, -0.07596070319414139, 0.9672760367393494, 1.0070511102676392, -0.9061794281005859, 0.35518571734428406, 0.21302279829978943, -0.04019707441329956, -0.14713454246520996, 0.5129263401031494, 0.5693235993385315, 0.6143031120300293, -0.25872859358787537, -0.29375696182250977, 0.3694174885749817, 0.11016000807285309, 0.4460543692111969, 0.028984157368540764, -0.42193856835365295, 0.45738622546195984, -0.460742712020874, -0.27050745487213135, 0.1926976442337036, 0.5992732644081116, 0.2981220781803131, -0.33642199635505676, -0.1915469765663147, -0.7948690056800842, -0.33063793182373047, -0.06131637096405029, -0.0008921214030124247, -0.5056890845298767, 0.5711431503295898, -0.014753574505448341, 0.6866981983184814, -0.009191182442009449, -0.7792508602142334, -0.6037023067474365, 0.07603242248296738, 0.2714843451976776, -0.6052162647247314, 0.49717459082603455, -0.4297809600830078, -0.04026463255286217, 0.5042607188224792, 0.7585179209709167, -0.1035994440317154, 0.2555956542491913, -0.7190272808074951, -0.1806945651769638, 0.3435412049293518, 0.13276417553424835, -0.9484498500823975, 0.3808938264846802, -0.02605924755334854, -0.17646804451942444, -0.11496562510728836, 0.4390401840209961, -0.3971106708049774, -0.09661403298377991, 0.307943731546402, -0.7606664896011353, 0.0832848846912384, -0.4949760437011719, -0.22952082753181458, 0.07334598153829575, -0.2854180634021759, 0.515281617641449, -0.16014818847179413, 0.07140936702489853, 0.37285929918289185, 0.15455009043216705, -0.3462221324443817, 0.060905326157808304, 0.5745667815208435, -0.48762890696525574, 0.050844937562942505, -0.571503221988678, 0.43305709958076477, 0.3181838393211365, -0.13149487972259521, 0.022435367107391357, -0.9265925884246826, 0.43267256021499634, 0.36444026231765747, 0.11007634550333023, 0.40940579771995544, -0.08498173207044601]"
영롱,"[0.13753916323184967, -0.06333645433187485, -0.18365314602851868, 0.06464937329292297, 0.4233083128929138, 0.20860551297664642, 0.29872262477874756, -0.21657906472682953, 0.18943960964679718, -0.1010572537779808, 0.17989565432071686, -0.24481284618377686, -0.2909633219242096, 0.1527760773897171, 0.4840390384197235, 0.5376458168029785, -0.32923704385757446, 0.5010504126548767, 0.27208176255226135, -0.13536587357521057, -0.507050633430481, 0.1044352576136589, 0.0561254546046257, 0.13330811262130737, 0.04968054220080376, 0.24712328612804413, -0.04847516864538193, -0.19654051959514618, -0.06613146513700485, 0.06672469526529312, -0.5195468068122864, 0.3075313866138458, -0.23765434324741364, -0.18910154700279236, 0.1089392751455307, 0.5630714893341064, 0.2822980284690857, -0.124088816344738, -0.03938688710331917, -0.4431912302970886, -0.3119722902774811, -0.08681894093751907, -0.3849719166755676, -0.18033812940120697, 0.27364087104797363, -0.0577557273209095, 0.6067951917648315, 0.3133961856365204, -0.25628605484962463, -0.0343051515519619, -0.013744390569627285, 0.15897783637046814, 0.07594282180070877, 0.021584318950772285, -0.1649325042963028, 0.3321008086204529, -0.03886040300130844, 0.29839831590652466, 0.04650367051362991, -0.08683424443006516, -0.5558668375015259, 0.07311616092920303, 0.22923503816127777, 0.26440101861953735, -0.3777543306350708, 0.35996299982070923, 0.04810350388288498, 0.09722204506397247, 0.060270022600889206, -0.2597752809524536, -0.3197658658027649, -0.22908629477024078, -0.15134203433990479, 0.15142568945884705, -0.04213225468993187, -0.35971543192863464, -0.14122320711612701, 0.11251889169216156, -0.053993210196495056, 0.12331327050924301, 0.10026860982179642, -0.14509008824825287, 0.15504373610019684, -0.08985531330108643, 0.0589483343064785, -0.0065000103786587715, -0.21187718212604523, -0.10868260264396667, 0.49901050329208374, -0.31713229417800903, 0.29662221670150757, -0.01002967357635498, -0.0981377363204956, 0.2699210047721863, -0.23512914776802063, 0.3373884856700897, -0.009935843758285046, -0.09394935518503189, 0.014468352310359478, -0.11669861525297165]"
화려,"[-0.12055782973766327, -0.5255252122879028, 0.013751762919127941, 0.5693143606185913, 0.35787785053253174, 0.6322318911552429, 0.04556228965520859, -1.0232123136520386, 0.5386460423469543, -0.20050977170467377, 0.046407587826251984, -0.3796997666358948, -0.9685706496238708, 0.1888880878686905, 0.47524043917655945, 1.152302622795105, 0.007902530021965504, 0.39355477690696716, 0.31034159660339355, -0.19983509182929993, -0.41708967089653015, 0.47441819310188293, 0.34239569306373596, 0.17010952532291412, 0.08302702754735947, -0.24279767274856567, -0.19976769387722015, -0.17095068097114563, 0.3269047737121582, -0.09839657694101334, -0.757601797580719, -0.48670247197151184, 0.0481242798268795, -0.08919386565685272, 0.00985917542129755, 0.43289807438850403, -0.02136669121682644, -0.8118886351585388, -0.7915859818458557, -0.9221222996711731, -0.7802563309669495, -0.5710093379020691, -0.04141869395971298, -0.03796910122036934, 0.12274214625358582, -0.06154229864478111, 0.6167103052139282, 0.44042953848838806, -0.3017767667770386, -0.7227787375450134, -0.36991727352142334, -0.19537502527236938, -0.1425981968641281, 0.3498440384864807, -0.009769191965460777, 0.5294667482376099, 0.2994290888309479, 0.47053271532058716, 0.019825059920549393, -0.4078638255596161, -0.17034503817558289, 0.09494755417108536, 0.18449030816555023, 0.018956970423460007, -0.2063208520412445, 0.08406953513622284, -0.21556979417800903, -0.1806502640247345, 0.17628614604473114, 0.13493990898132324, 0.00842535775154829, -0.459198534488678, 0.33183783292770386, -0.16653725504875183, 0.17582370340824127, -0.6043071746826172, -0.03554488718509674, 0.21564851701259613, -0.06066417321562767, 0.24841217696666718, -0.3671859800815582, -0.4585893750190735, 0.545239269733429, -0.30069518089294434, -0.16685990989208221, 0.06343203037977219, -0.038271211087703705, -0.2597217857837677, 0.005902486387640238, -1.2514349222183228, 0.2245725840330124, 0.2622585594654083, 0.15708592534065247, 0.09871214628219604, -0.7514544129371643, 0.8545706272125244, 0.3180234134197235, -0.10648126900196075, 0.29496487975120544, -0.4677964448928833]"
또렷,"[-0.04065724089741707, -0.3762498199939728, -0.15661601722240448, -0.020237429067492485, 0.3194446861743927, 0.15343527495861053, 0.5281786322593689, -0.2902069687843323, 0.2706916332244873, -0.09903892874717712, -0.10755658149719238, -0.2523922026157379, -0.5814170241355896, 0.13873785734176636, 0.5655022859573364, 0.26543518900871277, -0.1677650660276413, 0.357888400554657, 0.5499800443649292, -0.1578943431377411, -0.465768426656723, 0.21417872607707977, 0.17388108372688293, -0.022427653893828392, -0.06194201856851578, 0.07346829026937485, 0.3401777744293213, -0.13641725480556488, -0.07205348461866379, -0.10472211986780167, -0.6133660078048706, -0.061564575880765915, 0.12822310626506805, -0.09259410202503204, -0.04279882460832596, 0.6470732092857361, 0.037971626967191696, -0.11025197058916092, -0.27278968691825867, -0.5396541953086853, -0.47639474272727966, -0.18998828530311584, -0.015839317813515663, -0.26800763607025146, 0.13737188279628754, 0.18038544058799744, 0.6424941420555115, 0.4540921449661255, 0.0065109748393297195, -0.539539098739624, -0.11794979125261307, 0.022161124274134636, -0.02771490253508091, 0.19436432421207428, -0.05426474288105965, 0.1334753930568695, 0.23845335841178894, 0.3489256501197815, 0.19475315511226654, -0.11855681240558624, -0.5022138953208923, 0.5142205357551575, 0.322013795375824, 0.21909961104393005, -0.08585680276155472, 0.13760216534137726, -0.10015629231929779, -0.022041399031877518, -0.568362295627594, -0.2410573810338974, -0.44446128606796265, -0.29052066802978516, -0.23579056560993195, -0.31039509177207947, 0.2455783486366272, -0.44453567266464233, -0.05171474814414978, 0.1296619325876236, -0.040747299790382385, 0.27916818857192993, -0.047375649213790894, -0.25850117206573486, 0.39393100142478943, 0.015702974051237106, -0.07601570338010788, -0.04211214929819107, -0.1506504863500595, -0.030518705025315285, 0.5800108313560486, -0.3288557529449463, 0.44605347514152527, 0.0772954672574997, 0.2567715644836426, 0.6529132127761841, -0.28193479776382446, 0.44650372862815857, 0.316202312707901, 0.11977728456258774, 0.3175238370895386, -0.041630227118730545]"
딱딱,"[0.2930756211280823, -0.6886985898017883, -0.23736822605133057, -0.013563243672251701, 0.9394060969352722, 0.02258208766579628, 0.3624078929424286, -0.2813006341457367, 0.6865003705024719, -0.12183304131031036, -0.02772214636206627, -0.29708319902420044, -0.7121506929397583, -0.021277057006955147, 0.49623891711235046, 0.6291944980621338, -0.6088351607322693, 0.43100985884666443, 0.544969916343689, -0.32473668456077576, -0.0710328072309494, 0.20029471814632416, 0.3459937870502472, -0.1507239192724228, -0.2464953511953354, -0.49526527523994446, 0.6745023131370544, 0.3060862720012665, 0.16257886588573456, 0.22615137696266174, -0.3732520341873169, 0.059682317078113556, -0.11100822687149048, 0.24312569200992584, 0.047920748591423035, 0.3201538622379303, 0.5071146488189697, -0.37878161668777466, -0.4786427319049835, -0.7191738486289978, -0.7169267535209656, -0.003817835822701454, -0.08821169286966324, -0.2504483759403229, -0.14614331722259521, 0.3425236642360687, 0.6044929623603821, 0.35835906863212585, -0.3955448269844055, -0.5590917468070984, 0.15281365811824799, 0.14693495631217957, -0.6417010426521301, 0.2805340886116028, -0.2439572662115097, 0.3267922103404999, 0.03494907543063164, 0.28677788376808167, 0.3959610164165497, -0.043937236070632935, -0.9275471568107605, 0.7722939252853394, 0.09487678855657578, 0.6303072571754456, -0.6831671595573425, 0.36024293303489685, -0.562394380569458, 0.12008187174797058, -0.18651218712329865, -0.1581708788871765, -0.4608291983604431, -0.734539270401001, 0.07051730155944824, 0.12793704867362976, 0.4257239103317261, -0.7706238031387329, 0.22596602141857147, 0.4085763096809387, -0.12161904573440552, 0.03717631474137306, 0.125850647687912, -0.34281402826309204, -0.06989901512861252, 0.4011097848415375, -0.1396847367286682, 0.4046920835971832, -0.32681795954704285, -0.03439594805240631, 0.46985405683517456, -0.5117806792259216, 0.7634389400482178, 0.2447407990694046, 0.20784544944763184, 0.2420787662267685, -0.630457878112793, 0.13214100897312164, 0.2505781352519989, 0.04977881535887718, 0.328581839799881, 0.12618140876293182]"
유용,"[0.4807368814945221, -0.8029738664627075, -0.01778334751725197, -0.34982460737228394, 0.4732583165168762, -0.09799299389123917, 0.4278784692287445, -0.06218818202614784, 0.43558168411254883, 0.025055337697267532, 0.18319647014141083, -0.003510034177452326, -0.6592323780059814, 0.0074590095318853855, 0.2652755081653595, 0.9373745322227478, -0.2198953926563263, 0.7413360476493835, 0.2030581533908844, 0.1769607961177826, 0.24852128326892853, 0.30490642786026, 0.35597535967826843, -0.5239607095718384, -0.29548215866088867, 0.0834370106458664, 0.3785460591316223, -0.3148331046104431, -0.03726160153746605, 0.2271406352519989, -0.2812303304672241, 0.1963711529970169, 0.16139765083789825, 0.1483789086341858, -0.00716278376057744, -0.12743359804153442, 0.5425949096679688, -0.4393356740474701, -0.20176883041858673, -1.3016799688339233, -0.1405535191297531, -0.3467373549938202, 0.3049760162830353, -0.06354229152202606, 0.15895144641399384, -0.21881899237632751, 0.20105890929698944, 0.30308395624160767, -0.3004409968852997, -0.3365212380886078, -0.06770513206720352, 0.001630013925023377, -0.18179570138454437, 0.3662221431732178, 0.10049790889024734, 0.2680773437023163, -0.24608728289604187, 0.5853915810585022, 0.5203937292098999, -0.043070029467344284, -0.0856674462556839, 0.4180551767349243, 0.4759473204612732, 0.6725358963012695, 0.011165320873260498, 0.3224029242992401, -0.09880436956882477, 0.6927219033241272, -0.1433694064617157, 0.020482996478676796, -0.501048743724823, -0.5279616713523865, 0.03939761593937874, -1.053549885749817, 0.6297852396965027, 0.18988807499408722, -0.3813796937465668, 0.39789849519729614, -0.416628360748291, 0.29087138175964355, 0.023227505385875702, 0.3243570625782013, 0.6069888472557068, 0.021228788420557976, -0.10736196488142014, 0.5902518033981323, 0.5302037000656128, -0.6310386061668396, 0.4080198407173157, 0.0933472141623497, 0.7437307238578796, 0.33881130814552307, 0.03795042634010315, -0.49410736560821533, -0.40320858359336853, 0.28019917011260986, -0.18853269517421722, -0.033370405435562134, 0.37271222472190857, 0.02336619608104229]"
확실,"[0.12684407830238342, -0.9631173610687256, -0.19755809009075165, -0.144671231508255, 0.6337374448776245, -0.27819499373435974, 0.6732699275016785, -0.1258111149072647, 0.09948747605085373, -0.24970698356628418, -0.26700669527053833, -0.5471175909042358, -0.7625004649162292, 0.21789875626564026, 0.12547488510608673, 0.5142682790756226, 0.3433152437210083, 0.43142297863960266, 0.10889852792024612, 0.05227755382657051, -0.06729929894208908, 0.36194995045661926, 0.24830837547779083, -0.5710406303405762, -0.06967692077159882, -0.014815411530435085, 0.3724709749221802, 0.128571555018425, -0.010895971208810806, 0.28006240725517273, -0.3611842691898346, -0.2972539961338043, 0.009511715732514858, 0.03318969905376434, -1.0174874067306519, 0.47738781571388245, -0.10315658897161484, 0.01428893394768238, -0.6813613772392273, -0.940162718296051, -0.7711482644081116, 0.08782776445150375, 0.16495110094547272, 0.024565981701016426, -0.5466738343238831, -0.19277453422546387, 0.1646559089422226, 0.3879735767841339, -0.10190963745117188, 0.22689688205718994, -0.16394197940826416, -0.23354564607143402, 0.0722544863820076, 0.356862336397171, 0.03213120251893997, 0.013640456832945347, 0.09839998930692673, 0.29313549399375916, 0.0939900279045105, -0.49533164501190186, -0.06667541712522507, 0.41261735558509827, 0.47831282019615173, 0.6597135066986084, -0.4839359223842621, -0.007564287632703781, 0.007937248796224594, 0.5928488373756409, -0.9821081757545471, 0.02724679745733738, -0.8204637169837952, 0.2354561686515808, -0.21608877182006836, -0.8088928461074829, 0.5106122493743896, 0.25450006127357483, -0.03238879144191742, 0.36250245571136475, -0.11349251866340637, 0.3120262622833252, -0.5371496677398682, 0.4758197069168091, 0.58085036277771, 0.0014939490938559175, -0.35500964522361755, 0.34013301134109497, 0.038283318281173706, -0.732536256313324, 0.44061559438705444, -0.7979031205177307, 0.4463772475719452, 0.08092150092124939, 0.4298917055130005, -0.10931529104709625, -0.2550310492515564, 0.6803945899009705, 0.2986869513988495, 0.19567514955997467, 0.572378933429718, 0.2592370808124542]"
깨끗,"[0.700569212436676, -0.49409860372543335, -0.32416146993637085, 0.0058983140625059605, 0.6453115940093994, -0.2435651570558548, 0.3126488924026489, -0.20570209622383118, 0.7737099528312683, 0.026164334267377853, 0.10744238644838333, -0.24682128429412842, -0.5186739563941956, 0.05546365678310394, 0.30956533551216125, 0.4864627420902252, -0.39393502473831177, -0.04974806308746338, 0.35147371888160706, -0.16274690628051758, -0.026315024122595787, 0.31692105531692505, 0.12418141216039658, 0.3172592222690582, 0.25902748107910156, -0.36358189582824707, -0.004912476986646652, 0.47222235798835754, 0.19254383444786072, 0.09047681838274002, -0.5497232675552368, 0.11533934623003006, -0.3263891935348511, -0.08816028386354446, 0.01540781557559967, 0.5696341395378113, 0.5956796407699585, -0.7759584188461304, -0.13714085519313812, -1.061556339263916, -0.6961449980735779, -0.4201034605503082, -0.22106234729290009, -0.31221961975097656, 0.36537933349609375, 0.2318473756313324, 0.7181958556175232, 0.2954775094985962, -0.22745056450366974, -0.6262441277503967, -0.3372761607170105, 0.4420122802257538, -0.4451870918273926, 0.4967595040798187, 0.16388633847236633, 0.04439994692802429, 0.17251574993133545, 0.2200610339641571, 0.22206608951091766, 0.11467617005109787, -0.30879783630371094, 0.3167080581188202, 0.40435895323753357, 0.31080248951911926, -1.3597586154937744, 0.5369598865509033, -0.25825878977775574, 0.10009723901748657, -0.43776410818099976, -0.2316291630268097, -0.31416502594947815, -0.12561623752117157, -0.4967859089374542, 0.08444254100322723, 0.6447536945343018, -0.19501809775829315, -0.4270293712615967, 0.020307248458266258, -0.35508987307548523, 0.30809327960014343, -0.14139235019683838, -0.6394674181938171, 0.2546752393245697, -0.3338698148727417, -0.33810821175575256, 0.2001531571149826, -0.2626384496688843, -0.3188672363758087, 0.2979029715061188, -0.5451008081436157, 0.5078163743019104, 0.2828086018562317, 0.12487365305423737, -0.15692095458507538, -0.6864747405052185, 0.5157313346862793, 0.3363267779350281, -0.004160873591899872, 0.13507065176963806, 0.4653949737548828]"
촘촘,"[0.22705356776714325, -0.44791489839553833, -0.7679403424263, 0.09306558966636658, 0.30182743072509766, 0.3017704486846924, 0.3550349473953247, -0.5547094345092773, 0.5059472322463989, -0.15504829585552216, -0.10471540689468384, -0.6308833956718445, -0.8949709534645081, -0.04848000779747963, 0.15300197899341583, 0.5270416140556335, -0.8515068292617798, -0.08223734050989151, 0.6835331320762634, -0.24599336087703705, -0.5712659955024719, 0.5281980037689209, 0.19457539916038513, 0.4326663315296173, 0.0574379526078701, -0.20451973378658295, 0.44195884466171265, -0.3769638240337372, 0.1160920113325119, 0.024465931579470634, -0.17649973928928375, -0.011892835609614849, 0.29180750250816345, -0.06376495212316513, 0.11250726133584976, 0.3429848551750183, 0.4733085036277771, -0.7146435976028442, -0.14211930334568024, -0.5135632157325745, -0.49062538146972656, -0.14865343272686005, -0.09864388406276703, 0.00041434940067119896, -0.15155306458473206, 0.19045157730579376, 0.8932310938835144, 0.6682329177856445, 0.07209993153810501, -0.7337899804115295, 0.0882432833313942, -0.21519476175308228, -0.21243572235107422, 0.35294201970100403, -0.4189739525318146, 0.3808884024620056, -0.12216455489397049, 0.23018068075180054, 0.06786011904478073, 0.16072030365467072, -0.6663635969161987, 0.8668975234031677, 0.07762406021356583, 0.38220930099487305, 0.08626575022935867, 0.5373452305793762, -0.07472561299800873, 0.08380687236785889, -0.48012420535087585, -0.05247024446725845, -0.49128416180610657, -0.4364413619041443, 0.48800596594810486, -0.29381194710731506, 0.22271448373794556, -0.8052098751068115, -0.6192315220832825, -0.029788436368107796, -0.1674959808588028, -0.18818557262420654, 0.10066113620996475, -0.33496227860450745, 0.04509386420249939, -0.2003343403339386, -0.14904332160949707, 0.5541415214538574, -0.1630983203649521, 0.2558055520057678, 0.21882197260856628, -0.6281555891036987, 0.5633541941642761, 0.27848726511001587, 0.017862917855381966, 0.3207334876060486, -0.48762738704681396, 0.44889035820961, 0.2024056613445282, 0.5742784738540649, 0.32906389236450195, 0.360224187374115]"
튼튼,"[0.08064356446266174, -0.49423497915267944, -0.8342211246490479, -0.06679613143205643, 0.4022812843322754, -0.06374475359916687, 0.7830882668495178, -0.7472954392433167, 0.9084667563438416, -0.0021511518862098455, -0.22057972848415375, -0.23576799035072327, -0.8464854955673218, 0.0381399542093277, 0.289529412984848, 0.49321016669273376, -0.7507572174072266, -0.30280569195747375, 0.08117164671421051, 0.44655826687812805, 0.22670376300811768, 0.3035915791988373, 0.07191044092178345, -0.027592521160840988, -0.41893675923347473, -0.38342946767807007, 0.42692312598228455, -0.28174081444740295, -0.17059606313705444, -0.1704724133014679, -0.3826030194759369, -0.16500888764858246, -0.19238966703414917, 0.00948164239525795, 0.07022831588983536, 0.15099887549877167, 0.7209590077400208, -0.8823806047439575, -0.6760044693946838, -0.9717901349067688, -0.8797845244407654, -0.17411789298057556, 0.07724343240261078, 0.13907559216022491, -0.3053639531135559, 0.2810349762439728, 0.7500079274177551, 0.4353053569793701, -0.1414278894662857, -0.6182828545570374, 0.226329505443573, -0.3533286154270172, -0.28511711955070496, 0.632868230342865, -0.12335682660341263, 0.5889915227890015, -0.02520550787448883, 0.6183115243911743, 0.5968824028968811, -0.07409267872571945, -0.4363677203655243, 0.5735450983047485, 0.3048308789730072, 0.8304610252380371, -0.6882997751235962, 0.47704845666885376, 0.43809616565704346, -0.4146136939525604, -0.17348279058933258, -0.04282030463218689, -0.572608232498169, -0.03901023045182228, 0.4176829755306244, 0.19886414706707, 0.21888795495033264, -0.3772590160369873, -0.2325105518102646, 0.02707352302968502, 0.05043135583400726, 0.03866195306181908, 0.3905603885650635, -0.31731146574020386, -0.046401675790548325, -0.16739556193351746, -0.1234889030456543, 0.5648723244667053, -0.31944677233695984, 0.08099978417158127, 0.6839901804924011, -0.7259631156921387, 0.49522051215171814, 0.4062826931476593, 0.384992778301239, 0.013909900560975075, -0.47292593121528625, 0.4227459132671356, 0.22250913083553314, 0.4534696042537689, 0.36739906668663025, -0.24690958857536316]"
탄탄,"[-0.5552093386650085, -0.5102596879005432, -0.508503794670105, 0.7795290350914001, 0.027607819065451622, -0.11451970040798187, 0.3090721070766449, -0.4240806996822357, 0.47554540634155273, -0.1430438905954361, -0.20883987843990326, -0.527884304523468, -1.0771554708480835, 0.38648971915245056, 0.3162813186645508, 0.4732864201068878, 0.02843073569238186, 0.08740509301424026, 0.36130189895629883, -0.12310711294412613, -0.3681364953517914, 0.47937238216400146, 0.10598541051149368, -0.10001375526189804, -0.171255961060524, -0.8945648670196533, 0.06063226982951164, -0.06885673105716705, -0.3551519513130188, 0.22271595895290375, -0.35666608810424805, -0.03720322623848915, -0.18079955875873566, -0.09209910780191422, -0.04218900576233864, -0.14022032916545868, 0.20898640155792236, -0.3254527747631073, -0.2457546889781952, -1.0703545808792114, -0.7065557241439819, -0.1128184124827385, 0.1394430249929428, -0.03257986530661583, -0.013367701321840286, 0.18210269510746002, 0.4869801998138428, 0.20683424174785614, -0.037638306617736816, -0.814096212387085, -0.13695360720157623, -0.42498743534088135, -0.8117778301239014, 1.0025891065597534, -0.27231767773628235, 0.625868558883667, 0.05093599483370781, 0.5055784583091736, -0.013625666499137878, -0.3580056130886078, -0.1701134294271469, 0.10195312649011612, 0.44587844610214233, 0.2383192628622055, -0.5959194302558899, 0.26768267154693604, 0.07266513258218765, -0.21670661866664886, 0.0892661064863205, 0.22040443122386932, -0.6151862144470215, -0.4908844828605652, 0.11456941813230515, -0.3043402135372162, 0.2636563777923584, -0.4249565303325653, 0.0651669129729271, 0.6432082056999207, -0.5169447064399719, 0.06859098374843597, -0.6542822122573853, 0.254401832818985, -0.0750943198800087, -0.3429740369319916, -0.4904521107673645, -0.14995460212230682, 0.06154559552669525, -0.30021151900291443, -0.16768768429756165, -0.6719089150428772, 1.1266613006591797, 0.1262512356042862, 0.5466704368591309, -0.1111949011683464, -0.2878115475177765, 0.341526597738266, 0.1665000021457672, 0.3537522852420807, 0.22385729849338531, -0.19909679889678955]"
중요,"[0.43899619579315186, -0.7542991638183594, -0.32085904479026794, 0.1207725778222084, 0.7789952754974365, -0.15186409652233124, 0.614159345626831, -0.2236713469028473, 0.49998295307159424, 0.3291090428829193, 0.052730437368154526, -0.5781837701797485, -0.5828571319580078, -0.05957106128334999, 0.1251721978187561, 0.8705419301986694, 0.269597589969635, 0.5426586270332336, 0.474381685256958, 0.2836335003376007, 0.372038871049881, 0.23291026055812836, -0.006145243998616934, -0.4317287802696228, -0.3380996286869049, -0.43553635478019714, 0.1491614729166031, -0.3243274986743927, 0.17593999207019806, 0.30848997831344604, -0.23470646142959595, 0.11394761502742767, 0.1634986400604248, -0.25841328501701355, -0.5531173944473267, 0.2881046533584595, 0.062345974147319794, -0.5001847743988037, -0.4017498791217804, -0.6518042087554932, -0.09652159363031387, 0.262353777885437, 0.3895200490951538, -0.30990204215049744, -0.24885623157024384, 0.06399491429328918, 0.13708075881004333, 0.14213822782039642, -0.1751842051744461, -0.7023240327835083, -0.6094948649406433, -0.23608669638633728, -0.2512126564979553, 0.4861817955970764, 0.027045905590057373, 0.4066706895828247, -0.1738886833190918, 0.785255491733551, 0.5575772523880005, -0.09011108428239822, -0.10670037567615509, 0.028108693659305573, 0.14555634558200836, 0.7732542157173157, -0.1166352778673172, 0.4437960088253021, 0.20712590217590332, 0.49231523275375366, -0.25431957840919495, 0.31517255306243896, 0.11611950397491455, -0.08426405489444733, 0.000367816915968433, -0.9333488941192627, 0.4988242983818054, 0.04289077967405319, -0.7090924382209778, 0.6230489015579224, -0.8292289972305298, 0.22795724868774414, -0.055592264980077744, 0.4479316473007202, 0.33053529262542725, -0.11899317055940628, -0.6656098365783691, -0.05017141252756119, 0.4283300042152405, -0.8556840419769287, 0.08639051020145416, -0.07486540079116821, 0.6943950653076172, 0.6333574652671814, -0.011274784803390503, -0.18994726240634918, -0.6562588214874268, 0.4435606598854065, 0.007287353277206421, 0.2353368103504181, 0.3919300138950348, -0.3871273398399353]"
납작,"[-0.09610605239868164, -0.8299828171730042, -0.21081490814685822, -0.3432403802871704, 0.715818464756012, 0.5342190861701965, 0.2929910123348236, -0.42764583230018616, 1.0538265705108643, 0.1252022236585617, -0.14145834743976593, -0.30888208746910095, -1.7012083530426025, -0.3238218426704407, 0.6546659469604492, 0.8461847305297852, -0.5877057313919067, 0.7166735529899597, 0.7895485162734985, -0.47386375069618225, -0.11833745241165161, 0.0813327357172966, -0.21107229590415955, 0.3560110330581665, 0.19686998426914215, 0.251329243183136, 0.6986380219459534, -0.40199342370033264, -0.19314122200012207, -0.5429065227508545, 0.26776766777038574, 0.3311595916748047, -0.18059509992599487, -0.047607097774744034, -0.3770742118358612, 0.7950427532196045, 0.6346509456634521, -0.39391639828681946, -0.16494019329547882, -0.6931726336479187, -0.3206820785999298, 0.01476277131587267, -0.01804041862487793, 0.12509921193122864, -0.1908733993768692, 0.02764204330742359, 0.4302094876766205, 0.3164270520210266, -0.5858352780342102, -0.5065043568611145, 0.4695899188518524, 0.06315872818231583, -0.034179478883743286, 0.038099974393844604, -1.1155744791030884, 0.961313009262085, 0.008922439068555832, 0.21843189001083374, 0.2588563561439514, -0.09055836498737335, -0.4067050516605377, 0.3905812203884125, -0.49262872338294983, 0.3101212978363037, -0.022860007360577583, 0.4507487118244171, 0.022289665415883064, -0.5012500882148743, -0.06093916669487953, 0.062412213534116745, -0.5078802704811096, -0.5871049761772156, 0.43545445799827576, 0.1230534240603447, 0.7553144097328186, -0.8252649903297424, 0.157945454120636, -0.056302666664123535, 0.10996942967176437, -0.27799344062805176, 0.5378872156143188, -0.7073725461959839, -0.2596067190170288, 0.45930036902427673, -0.0011007197899743915, 0.6921239495277405, -0.04530493542551994, -0.031512077897787094, 0.7424705028533936, -0.36544620990753174, 0.5535776019096375, -0.2740730941295624, -0.6291141510009766, 0.23855747282505035, -0.5779460668563843, 0.4420012831687927, 0.3364112675189972, 0.021932581439614296, 0.41752856969833374, 0.533248245716095]"
